hhserial,hhweight,survey_year,country_name,country_iso,reg,district,village_name,ea_code,rural,religion,hhhead_female,hhhead_age,hhhead_marital,hhhead_education,hhhead_literate,males,females,memb_total,memb_und6,memb_male_und16,memb_female_und16,memb_und15,memb_15_44,memb_45_65,memb_65plus,depend_young,depend_old,depend_total,house_rooms,house_roof,house_electricity,house_watersource,house_toilet,house_walls,house_floor,house_cost,house_owned,land_owned_operated,land_owned_notoperated,asset_telephone,asset_qty_poultry,asset_tractor,asset_cartplough,asset_fridge,asset_qty_cattle,asset_motorbike,asset_radio,asset_qty_sheepgoat,expenditure_durable,expenditure_durable_quintile,expenditure_nondurable,expenditure_nondurable_quintile,expenditure_food,expenditure_food_quintile,expenditure_total,expenditure_total_quintile,dd_1_milk,dd_2_tea,dd_3_otherliquid,dd_4_bread,dd_5_tubers,dd_6_potatoes,dd_7_darkleafygreens,dd_8_mangoes,dd_9_otherfruit,dd_10_organmeat,dd_11_othermeat,dd_12_eggs,dd_13_fish,dd_14_beans,dd_15_yogurt,dd_16_oils,dd_17_sugar,dd_18_condiments,dd_19_grubs,dd_20_palmoil,dd_total,hhs_1_nofood,hhs_2_sleephungry,hhs_3_hungry,hhs_total,f_weai_leisuretime,f_weai_npoor_z105,f_weai_speakpublic_any,f_weai_groupmember_any,f_weai_incdec_count,f_weai_credjanydec_any,f_weai_jrightanyagr,f_weai_jown_count,f_weai_raiprod_any,f_weai_feelinputdecagr,f_weai_fivede,f_weai_empowered,m_weai_leisuretime,m_weai_npoor_z105,m_weai_speakpublic_any,m_weai_groupmember_any,m_weai_incdec_count,m_weai_credjanydec_any,m_weai_jrightanyagr,m_weai_jown_count,m_weai_raiprod_any,m_weai_feelinputdecagr,m_weai_fivede,m_weai_empowered,weai_parity_gap,longitude_offset,latitude_offset,h_maiz_a,h_pmil_a,h_sorg_a,p_maiz_a,p_pmil_a,p_sorg_a,y_maiz_a,y_pmil_a,y_sorg_a,temp_01,temp_02,temp_03,temp_04,temp_05,temp_06,temp_07,temp_08,temp_09,temp_10,temp_11,temp_12,rain_01,rain_02,rain_03,rain_04,rain_05,rain_06,rain_07,rain_08,rain_09,rain_10,rain_11,rain_12,ndvi_01,ndvi_02,ndvi_03,ndvi_04,ndvi_05,ndvi_06,ndvi_07,ndvi_08,ndvi_09,ndvi_10,ndvi_11,ndvi_12,ndvi_max,ndvi_mean,ndvi_min,alt,bio_1,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,c_20000,c_50000,c_100000,c_250000,c_500000,clypptl1,clypptl2,clypptl3,clypptl4,ocdensl1,ocdensl2,ocdensl3,ocdensl4,phihoxl1,phihoxl2,phihoxl3,phihoxl4,sltpptl1,sltpptl2,sltpptl3,sltpptl4,sndpptl1,sndpptl2,sndpptl3,sndpptl4,aez_name
1080605808,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,5,0.0,30,3,9,7,1,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,10,3,0,8,3,5,2,4000.0,5,1,0,1,7.0,0,1,0,,1,1,12.0,253.5,3,284.6000000536442,4,38.5,4,5670.70000064373,4,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,,-0.22258832310644958,8.210778102178429,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,91,278,29.7,26.1,1239,230,5,73,565,26,167,565,13.57,36.6,19.8,16.8,26.1,28.2,89,152,152,152,390,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605809,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,7,0.0,37,3,9,7,2,4,6,3,1,3,4,2,0,0,2.0,0.0,2.0,14,3,0,8,3,5,4,3500.0,5,1,0,1,14.0,0,1,0,27.0,1,1,14.0,1338.5,5,507.80000001192093,5,52.70000000298023,4,10172.500000298023,5,0,1,1,,0,,1,1,0,0,1,1,,,1,1,1,1,1,1,12.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,1,1,1,0,0,1,1,1,0,0.5333333333333333,0,,-0.1997756247559392,8.225993598038738,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,91,278,29.7,26.1,1239,230,5,73,565,26,167,565,13.57,36.6,19.8,16.8,26.1,28.2,89,152,152,152,390,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605810,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,6,1.0,24,3,,7,1,3,4,0,0,2,2,2,0,0,1.0,0.0,1.0,4,3,0,8,3,5,2,1500.0,5,1,0,1,3.0,0,1,0,,1,1,14.0,1804,5,130.40000000596046,3,25,3,4668.800000071526,3,0,0,1,1,0,,1,1,1,0,0,1,,1,1,,,,1,,9.0,1.0,1.0,1.0,3.0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,,,,,,,,,,,,,0,-0.20781691763288326,8.244093288825987,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,91,278,29.7,26.1,1239,230,5,73,565,26,167,565,13.57,36.6,19.8,16.8,26.1,28.2,89,152,152,152,390,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605813,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,2,0.0,25,3,9,7,4,3,7,0,2,0,2,4,1,0,0.4,0.0,0.4,5,3,0,8,3,5,2,1200.0,5,1,0,1,34.0,0,1,0,,1,1,12.0,433.5,4,169.69999995827675,3,24,3,3717.899999499321,3,0,0,1,,0,1,0,1,0,0,0,1,,1,1,,,1,1,1,9.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0,-0.19529003707768264,8.208474788032632,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,91,278,29.7,26.1,1239,230,5,73,565,26,167,565,13.57,36.6,19.8,16.8,26.1,28.2,89,152,152,152,390,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605816,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,9,0.0,24,3,9,7,2,2,4,2,1,1,2,2,0,0,1.0,0.0,1.0,2,3,0,8,3,5,2,,3,1,0,1,26.0,0,1,0,5.0,1,0,3.0,1353.5,5,76.09999999403954,2,5.5,1,2552.6999999284744,2,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,1,1,0,1,0,1,1,0,1,0.7333333333333333,0,,-0.22114291342625028,8.216223004701328,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,91,278,29.7,26.1,1239,230,5,73,565,26,167,565,13.57,36.6,19.8,16.8,26.1,28.2,89,152,152,152,390,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605817,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,9,0.0,27,3,9,7,1,3,4,0,0,1,1,2,1,0,0.33333334,0.0,0.33333334,5,3,0,8,3,5,2,2000.0,5,1,0,0,,0,1,1,24.0,1,1,10.0,1420.5,5,954.5999999642372,5,31.200000002980232,3,14498.099999725819,5,0,0,1,,0,,0,1,1,0,0,1,,1,1,,1,1,1,1,10.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,1,1,1,0,0,1,1,0,0,0.5333333333333333,0,,-0.21759741060883567,8.235530171199246,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,110,276,29.5,26.0,1245,231,5,73,568,27,168,568,13.3,36.4,19.7,16.7,26.0,28.0,117,176,176,176,426,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605818,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,9,0.0,31,3,9,7,2,3,5,2,1,1,2,2,0,1,1.0,0.5,1.5,3,3,0,8,3,5,2,,4,1,0,0,23.0,0,1,0,,1,0,9.0,335.5,4,1387.5999998152256,5,9.700000002980232,1,17491.09999793768,5,0,0,1,,0,,1,1,0,0,0,1,,1,1,1,,1,1,,9.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,1,1,0,1,0.7333333333333333,0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0.10000000000000009,-0.22150812606500403,8.241799605012258,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,110,276,29.5,26.0,1245,231,5,73,568,27,168,568,13.3,36.4,19.7,16.7,26.0,28.0,117,176,176,176,426,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605819,120.28317,2012.0,"Ghana","GHA",693.0,6330.0,806058,806100026,1.0,9,0.0,63,3,9,7,4,7,11,2,1,4,5,5,1,0,0.8333333,0.0,0.8333333,6,3,0,8,3,5,2,3000.0,5,1,0,1,23.0,0,1,0,3.0,1,0,17.0,333.5,4,,,27,3,1737.5,1,0,0,1,1,0,1,0.3333333333333333,1,0.3333333333333333,0,0,1,,1,1,,1,1,1,1,8.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,1,0,0,0.5333333333333333,0,1,1,1,1,1,1,1,1,0,1,0.9,1,0.3666666666666667,-0.23025670497502365,8.224978201933016,134.7,0,183.3,314,0,197.4,2330.5,0,1077.6,37.67,38.17,42.15,41.77,34.01,28.19,27.19,27.17,29.23,29.97,30.93,34.51,9.26836,8.7043,52.3297,87.5692,79.1256,152.798,125.712,137.099,248.241,132.825,9.60689,3.1204,3299,2469,2607,3803,4999,5470,6546,5992,6270,6310,5969,4928,5972.29,4719.59,2858.13,110,276,29.5,26.0,1245,231,5,73,568,27,168,568,13.3,36.4,19.7,16.7,26.0,28.0,117,176,176,176,426,13,13,15,19,90,155,134,69,62,61,61,60,26,25,25,24,61,61,60,57,3
1080605901,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,2,0.0,50,3,9,7,2,3,5,0,1,2,3,0,2,0,1.5,0.0,1.5,6,3,0,10,3,5,2,1000.0,5,1,0,0,15.0,0,1,0,,1,1,19.0,238.5,3,67.80000001192093,2,5.599999979138374,1,1343.2999990582466,1,0,0,1,1,0,1,1,1,0,0,0,1,,1,1,1,1,1,1,1,13.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,1,1,1,0.9333333333333333,1,1,1,1,0,1,0,1,1,1,1,0.8333333333333333,1,0,-0.1461554859100434,8.284861277882833,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605902,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,9,0.0,26,3,9,7,3,2,5,3,2,1,3,2,0,0,1.5,0.0,1.5,13,6,0,10,3,5,2,,3,1,0,1,16.0,0,1,0,,1,1,29.0,280.5,3,109.30000001192093,2,8.400000050663948,1,2028.9000027775764,2,0,0,1,1,0,,1,1,0,0,1,1,,1,1,1,1,1,1,1,13.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,0,0,1,1,0.8,1,1,1,1,0,1,0,1,1,1,1,0.8333333333333333,1,0,-0.1458420653971649,8.296750474678639,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605903,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,9,1.0,22,3,9,7,2,5,7,2,1,4,5,2,0,0,2.5,0.0,2.5,6,3,0,10,3,5,2,,3,1,0,1,16.0,0,1,0,,1,1,19.0,483,4,130.60000005364418,3,11.599999815225601,2,2653.3999910354614,2,0,0,1,1,0,,0,1,0,0,1,1,,,1,1,1,1,1,1,11.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,1,1,0.8,1,,,,,,,,,,,,,0,-0.12937541885426543,8.279275994390305,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605904,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,9,0.0,30,3,9,7,4,3,7,2,3,2,5,2,0,0,2.5,0.0,2.5,2,6,0,10,3,5,2,8000.0,5,1,0,0,15.0,0,1,0,,0,0,4.0,24,1,141.4000000357628,3,5.9000000059604645,1,2027.6000007390976,2,0,0,1,1,0,,1,1,0,0,1,1,,,1,1,1,1,1,1,12.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0,1,1,0.7,0,1,1,1,0,1,0,1,1,1,1,0.8333333333333333,1,0.1333333333333333,-0.129314999543849,8.268436968141451,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605905,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,6,1.0,22,3,9,7,2,4,6,2,1,2,3,3,0,0,1.0,0.0,1.0,14,3,0,10,3,5,2,,3,1,1,1,30.0,0,1,0,,1,1,9.0,1595.5,5,961.9000008106232,5,33.400000005960464,3,14875.100010037422,5,0,0,1,1,0,,1,1,0,0,0,1,,1,,1,1,1,1,1,11.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,1,1,1,0.6666666666666666,0,,,,,,,,,,,,,,-0.13992067226431046,8.300962913263472,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605906,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,2,0.0,60,3,9,7,3,4,7,1,1,0,1,3,2,1,0.2,0.2,0.4,5,3,0,8,3,5,2,2500.0,5,1,1,1,2.0,0,1,0,,1,1,,325,4,387.90000000596046,4,23.30000001192093,3,6191.400000691414,4,0,0,1,1,0,1,0.5,1,0,0,0,1,,1,1,1,1,1,1,1,11.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,1,0.7000000000000001,0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0.1333333333333333,-0.14322245103112013,8.296734608888718,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605907,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,9,0.0,42,3,1,4,7,3,10,4,6,2,8,2,0,0,4.0,0.0,4.0,3,6,0,8,3,5,2,600.0,5,1,0,0,10.0,0,1,0,3.0,1,1,11.0,150.5,2,228.69999995827675,3,2.300000011920929,1,3014.5000001192093,2,0,0,1,1,0,,1,1,0,0,0,1,,1,1,1,1,1,1,1,12.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,1,0.7000000000000001,0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0.1333333333333333,-0.15727443870113036,8.30282711580379,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605908,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,9,0.0,66,3,9,7,5,7,12,2,3,3,6,4,1,1,1.2,0.2,1.4,5,6,0,8,3,5,2,1200.0,5,1,0,1,2.0,0,1,0,,1,0,3.0,227,3,154.80000019073486,3,18.5,2,3046.6000022888184,2,0,0,1,1,0,1,0,1,0.3333333333333333,0,0,1,,1,1,1,1,1,1,1,10.333333,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,1,0.6,0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0.2333333333333334,-0.13213889293241604,8.270590624779102,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605909,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,9,0.0,44,3,9,7,4,4,8,2,3,2,4,2,0,1,2.0,0.5,2.5,4,3,0,8,3,5,2,1000.0,5,1,0,0,7.0,0,1,0,,1,0,,307,4,169.80000001192093,3,2.300000011920929,1,2464.2000007629395,2,0,0,1,1,0,,1,1,0,0,0,1,,1,1,1,1,1,1,,11.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,1,0.6,0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0.2333333333333334,-0.123218624693685,8.28434700708502,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605910,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,4,0.0,28,3,9,7,2,3,5,1,1,2,3,2,0,0,1.5,0.0,1.5,2,3,0,8,3,5,2,1000.0,5,1,0,1,,0,1,0,,1,1,11.0,250.5,3,402.40000027418137,4,7.700000002980232,1,5479.7000034451485,4,0,0,1,1,0,,1,1,0,0,0,1,,1,1,1,1,,1,1,11.0,0.0,0.0,0.0,0.0,0,1,1,1,1,0,0,0,0,1,0.6,0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0.2333333333333334,-0.1493613344935986,8.28685604769665,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605916,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,2,0.0,25,3,1,6,4,4,8,1,0,2,1,6,1,0,0.14285715,0.0,0.14285715,13,3,0,8,3,5,2,,3,1,1,1,27.0,0,1,0,,1,0,7.0,355.5,4,577.8000001013279,5,92.90000005066395,5,12119.90000385046,5,0,0.5,1,,0,,1,1,0.5,0,1,,,,1,,,,1,,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,,-0.13367053410697824,8.305399326456433,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605917,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,4,0.0,23,3,9,7,5,3,8,2,4,1,4,3,1,0,1.0,0.0,1.0,5,3,0,8,3,5,2,1600.0,5,1,1,1,4.0,0,1,0,4.0,1,1,9.0,344.5,4,282.5999998152256,4,72,5,7479.699997782707,4,0,0,1,,0,,1,1,0,0,1,,,,1,,,,1,,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,,-0.13548732362301594,8.29433628575932,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
1080605918,67.772545,2012.0,"Ghana","GHA",693.0,6330.0,806059,806100030,1.0,8,0.0,52,3,9,7,3,3,6,0,1,1,2,2,1,1,0.6666667,0.33333334,1.0,5,3,0,8,3,5,2,2000.0,5,1,1,0,20.0,0,1,0,,0,0,2.0,180,2,264.2000001966953,4,46.000000178813934,4,5742.4000116586685,4,0,0,1,,0,,1,1,0,0,0,1,,,,,,,1,,5.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,0,0,1,0.7000000000000001,0,1,1,1,1,1,0,1,1,0,1,0.8333333333333334,1,0.1333333333333333,-0.14403507223074538,8.281676052112346,121.1,0,169.4,281.2,0,219.6,2322.6,0,1296,36.95,40.65,42.13,39.07,34.19,29.55,28.59,28.21,30.33,30.43,31.25,33.79,10.11,8.70458,57.9497,90.3282,85.8905,157.241,132.999,153.577,255.02,132.933,11.1967,3.63204,3766,3117,3162,4482,5405,6709,6843,7001,7159,6534,6326,5297,6585.57,5090.61,3116.67,117,276,29.5,25.9,1244,233,5,74,572,27,167,572,13.57,36.5,19.6,16.9,25.9,28.0,156,215,215,215,459,10,10,12,16,79,160,134,68,62,61,60,60,22,22,21,20,69,68,67,64,3
